model,season,location,asof,horizon,wis,y,q50,log_growth,w0.01,c0.01,w0.025,c0.025,w0.05,c0.05,w0.1,c0.1,w0.15,c0.15,w0.2,c0.2,w0.25,c0.25,w0.3,c0.3,w0.35,c0.35,w0.4,c0.4,w0.45,c0.45,over,under,base_wis,logwis
prod_ours,2023-24,02,2023-11-25,0,2.6158379005365178,15.0,9.950267610997253,-0.3414578832288234,42.9025763932481,1.0,32.58571617946763,1.0,25.359759915935218,1.0,18.730915463900562,1.0,14.870986364053273,1.0,11.557969195423349,1.0,9.119911821256604,1.0,6.952865204557909,0.0,4.730135254756214,0.0,2.9440275047499647,0.0,1.8091395656358635,0.0,0.0,0.0,0.9500217391,1.285323613133658
prod_ours,2023-24,02,2023-11-25,1,3.2978708478151675,14.0,7.236558262543457,-0.6599116143473581,63.4717126502893,1.0,42.92288343934937,1.0,30.75537261580969,1.0,21.11084758126033,1.0,15.830393959533943,1.0,11.851534439151585,1.0,9.160856906327407,0.0,7.236558262543456,0.0,5.214648903418432,0.0,3.526151868753261,0.0,1.0888243078548685,0.0,0.0,0.0,1.3844841271,1.4581197484005555
prod_ours,2023-24,02,2023-11-25,2,2.0271424794053914,4.0,6.170765770318206,-0.8192343875161892,101.37686622665623,1.0,59.70160566598352,1.0,38.89650066117108,1.0,23.529416352277273,1.0,16.74922137657799,1.0,13.177005876565493,1.0,9.696917639071467,1.0,7.864746257805986,1.0,5.363806702841349,1.0,3.4640027856603783,0.0,1.042760676595634,0.0,0.0,0.0,5.6446952697,1.1076190984413916
prod_ours,2023-24,02,2023-11-25,3,2.019828286125784,5.0,4.469838919034458,-1.1417049576492824,144.73839124422003,1.0,81.35257362960668,1.0,49.36612616254565,1.0,28.041663267355894,1.0,18.77332345994472,1.0,14.081575659383425,1.0,9.858505255112961,1.0,7.887778073435602,1.0,5.251938353274161,1.0,2.8058366109722646,1.0,1.7455275715696215,1.0,0.0,0.0,4.9606759415,1.1051999708715028
prod_ours,2023-24,06,2023-11-25,0,66.12876237396124,683.0,606.4954831609548,0.36744256969388844,1625.4142518349588,1.0,1252.1100015185734,1.0,992.4331210386536,1.0,731.824487186253,1.0,572.8295363726049,1.0,455.33291148256933,1.0,358.8543533327889,1.0,276.04334445521937,1.0,201.6810572016916,1.0,131.29993873026388,0.0,65.7154655899609,0.0,0.0,0.0,195.1717437045,4.206612601522126
prod_ours,2023-24,06,2023-11-25,1,121.5175231758058,868.0,872.3963840626188,0.7309891782255817,3809.7416075078713,1.0,2837.441418043055,1.0,2163.087918259472,1.0,1538.4011105342643,1.0,1188.792320054067,1.0,935.9115263038522,1.0,735.994310452755,1.0,557.8945121602609,1.0,407.61294920247167,1.0,264.1707740107813,1.0,131.16542142794935,1.0,0.0,0.0,314.758309526,4.8082540660877395
prod_ours,2023-24,06,2023-11-25,2,217.9860546715638,1077.0,1199.6248162270413,1.0495094224683614,7107.979800155707,1.0,5085.871674921923,1.0,3837.822989033202,1.0,2703.308936965955,1.0,2080.388004709802,1.0,1628.1441180156278,1.0,1270.2226190896083,1.0,964.639016453741,1.0,698.533521930591,1.0,453.2043071008844,1.0,224.3499790050521,0.0,0.0,0.0,448.6521447911,5.3890080504902205
prod_ours,2023-24,06,2023-11-25,3,314.7797996629096,1763.0,1504.9690520680915,1.2762729022842263,8800.608580695894,1.0,6811.031279017592,1.0,5261.855224782389,1.0,3720.7814239552267,1.0,2882.8016126130037,1.0,2270.415195003388,1.0,1783.883050858707,1.0,1367.8533703126864,1.0,1004.7469607058547,1.0,664.2735097289581,1.0,321.21759722478714,0.0,0.0,0.0,1058.5217703329,5.755045134173723
prod_ours,2023-24,36,2023-11-25,0,56.640982967191064,338.0,227.61441855772614,0.32778662285080046,824.7303662549937,1.0,626.3446667846109,1.0,479.2918120066618,1.0,345.8176144610946,1.0,268.7645728326346,1.0,212.97674897598893,1.0,167.84914733481304,0.0,128.16488080243045,0.0,93.0976826627948,0.0,60.566926826519364,0.0,28.80847978557364,0.0,0.0,0.0,126.6327780346,4.054233824545784
prod_ours,2023-24,36,2023-11-25,1,96.59243360879445,501.0,320.20378592150274,0.6690911962834541,2051.169508019298,1.0,1484.139825380351,1.0,1092.8972035157424,1.0,754.9046831725125,1.0,569.5814967312594,1.0,442.4347920219796,1.0,342.1901940631834,1.0,262.95523025674925,0.0,190.18164254731678,0.0,124.33525552948095,0.0,61.340645249452734,0.0,0.0,0.0,245.1071609747,4.580799965913811
prod_ours,2023-24,36,2023-11-25,2,164.82561675991877,743.0,434.7142328677602,0.97482245145134,3627.4198192876,1.0,2637.3561910465683,1.0,1929.3838330566514,1.0,1323.4482522232981,1.0,988.7900195647892,1.0,758.7859411836823,1.0,586.7953354570307,1.0,449.23464700906067,0.0,323.9526627043284,0.0,207.5015878743132,0.0,101.31215779402271,0.0,0.0,0.0,448.6224517965,5.110936734746893
prod_ours,2023-24,36,2023-11-25,3,209.89265150320028,938.0,556.934529985315,1.2225812647733314,4398.4356411580975,1.0,3303.768283640171,1.0,2519.9103992451355,1.0,1770.0515999095535,1.0,1351.4815623114216,1.0,1048.394017915844,1.0,815.1781993112711,1.0,622.4465178915316,0.0,453.1290857405012,0.0,297.8529495589916,0.0,147.4809208323482,0.0,0.0,0.0,623.6061364084,5.3513492433651155
prod_ours,2023-24,42,2023-11-25,0,24.255804460215913,211.0,169.73163617389804,0.30590484168738724,487.3817235495087,1.0,368.3290751732965,1.0,288.12605514912775,1.0,211.08248393016635,1.0,165.95189821892257,1.0,131.8253542271499,1.0,103.96615498190152,1.0,79.34200744223637,1.0,58.251094071515325,0.0,38.11207072237701,0.0,18.877224302873884,0.0,0.0,0.0,60.7173029215,3.229056008915611
prod_ours,2023-24,42,2023-11-25,1,37.80926410074859,267.0,236.35642444939398,0.6370272014985312,1261.380914110846,1.0,895.5911183543973,1.0,664.0118950664134,1.0,449.52962259649604,1.0,343.51802367009384,1.0,269.67744182711795,1.0,210.6300816952244,1.0,161.94671375623386,1.0,117.84712930619685,1.0,76.89562576067095,1.0,37.160180700794285,0.0,0.0,0.0,95.939975901,3.658658983612497
prod_ours,2023-24,42,2023-11-25,2,70.98684386482172,390.0,326.4069926421116,0.9598313090940512,2511.346597327292,1.0,1785.388164295714,1.0,1261.7022586160613,1.0,853.0309200171953,1.0,636.2262898580605,1.0,495.747585179873,1.0,382.7908380242476,1.0,294.0872838763511,1.0,212.32017789521834,1.0,138.22277517564555,1.0,66.56705412066054,0.0,0.0,0.0,183.4636933949,4.2764833782202745
prod_ours,2023-24,42,2023-11-25,3,149.27833465086727,702.0,441.90485157701266,1.2627808536766207,3366.989237878758,1.0,2549.6754721099537,1.0,1929.5588372302593,1.0,1341.219162700317,1.0,1006.0665731246096,1.0,779.4442779558735,1.0,603.2707964198282,1.0,459.95052677142473,1.0,334.6574420386531,0.0,213.92212133159939,0.0,104.72494763210545,0.0,0.0,0.0,454.0653256179,5.012489139002546
prod_ours,2023-24,50,2023-11-25,0,1.1282163881022143,3.0,3.6815316776906633,0.20471659368232703,51.6620982731994,1.0,31.661172428139704,1.0,22.089190066143978,1.0,13.993824392741605,1.0,10.482164867025963,1.0,7.520108107123015,1.0,6.55787337437068,1.0,4.429850065780048,1.0,3.612240358377109,1.0,2.1808908839948082,1.0,1.4229337655070915,1.0,0.0,0.0,0.3559570955,0.7552842524479716
prod_ours,2023-24,50,2023-11-25,1,2.475219972965415,8.0,5.241082433512982,0.5579157596130354,124.43632693952067,1.0,75.62133225497303,1.0,50.164646149338544,1.0,29.96546622112642,1.0,21.220343478701025,1.0,15.462433046300786,1.0,11.979616990886816,1.0,8.798416847280711,1.0,6.039487401012581,1.0,3.805728941613597,0.0,2.17288284896064,0.0,0.0,0.0,2.9127383488,1.2456577785860767
prod_ours,2023-24,50,2023-11-25,2,3.6385497894011647,8.0,7.323023180210484,0.8924109568039401,195.5247189116199,1.0,123.69946437040628,1.0,82.35986681234687,1.0,51.6620982731994,1.0,35.342704105830364,1.0,25.630581130736694,1.0,19.039860268547258,1.0,14.688867531585773,1.0,10.252232452294678,1.0,6.626757019843193,1.0,2.977257482289204,1.0,0.0,0.0,2.6677033954000002,1.5344017719979948
prod_ours,2023-24,50,2023-11-25,3,4.904847410746403,12.0,8.78762781625258,1.0747325135978947,211.8985060807512,1.0,144.2648687780296,1.0,101.07801836060752,1.0,65.53126386289381,1.0,46.43343556607871,1.0,34.6144058053264,1.0,25.782733796385894,1.0,19.159980794059784,1.0,13.989820375224518,1.0,8.863704149077181,1.0,4.4178380132287955,0.0,0.0,0.0,4.9564482143,1.7757736086289808
prod_ours,2023-24,56,2023-11-25,0,9.824265428795114,18.0,33.65815766152386,0.38076123757216035,221.16625677062112,1.0,157.65184456982738,1.0,117.18628447907207,1.0,82.90579913841941,1.0,63.80559275623467,1.0,49.51918791140131,1.0,39.071893110078065,0.0,30.033278219685563,0.0,21.549532710983595,0.0,14.585201653327008,0.0,6.731631532304771,0.0,0.0,0.0,3.2474347826,2.381790412814229
prod_ours,2023-24,56,2023-11-25,1,10.836439906863069,37.0,39.26785060511117,0.5349119173994187,363.72879774992055,1.0,262.5664449660178,1.0,197.44343118436282,1.0,138.3706837231578,1.0,104.87777520931166,1.0,81.90151697637472,1.0,63.95049955689534,1.0,49.23310531722571,1.0,35.4292054525385,1.0,23.002149572569426,1.0,11.341859321570311,1.0,0.0,0.0,9.6047652515,2.471182900699529
prod_ours,2023-24,56,2023-11-25,2,10.734663700616188,34.0,33.65815766152386,0.38076123757216035,368.1515779966495,1.0,258.7060897262602,1.0,195.07998033100938,1.0,135.82019964707624,1.0,104.34028875072396,1.0,81.80353822885817,1.0,63.80559275623467,1.0,49.34772510324734,1.0,35.89199184723644,1.0,23.719927807722147,1.0,11.055309856516232,1.0,0.0,0.0,6.8847495168,2.462547171083753
prod_ours,2023-24,56,2023-11-25,3,8.087760237177513,26.0,22.683718643140626,-0.013846789172019295,290.5838200253079,1.0,207.5656685724742,1.0,152.56327601992402,1.0,102.13404378714363,1.0,77.3012041560974,1.0,60.17309112152051,1.0,46.70220784397615,1.0,35.26998998782409,1.0,26.086276439611723,1.0,16.82907883076193,1.0,8.1475063635719,1.0,0.0,0.0,2.1808159319000002,2.2069284792779484
member,2023-24,02,2023-12-02,0,1.6086386955520477,14.0,13.0359071668672,-0.14034256144197207,43.31060706661398,1.0,33.686774776127685,1.0,27.172381613267667,1.0,19.584835159370456,1.0,15.24469517192633,1.0,11.99088078172114,1.0,10.770332745180372,1.0,7.636322965834788,1.0,5.467232191930506,1.0,3.3157632083444994,1.0,1.1482744153782392,1.0,0.0,0.0,0.9454391304,0.9588285126828844
member,2023-24,02,2023-12-02,1,6.458192909598829,4.0,14.122232764106133,-0.06029985376843572,50.88996330327143,1.0,38.96886509823184,1.0,31.333083070045976,0.0,22.694815224645662,0.0,17.406132499838023,0.0,14.075947296649545,0.0,10.909717585993816,0.0,8.649305565818596,0.0,5.488414402822366,0.0,4.345302388955734,0.0,2.172651194477867,0.0,0.0,0.0,6.713751608,2.0093131475522794
member,2023-24,02,2023-12-02,2,6.458578806108372,5.0,15.208558361345068,0.013808118385286311,68.21420612991703,1.0,51.972728479936784,1.0,40.0480698543236,1.0,28.266789240216585,0.0,22.69321324370764,0.0,17.409692920411604,0.0,14.043903511487294,0.0,10.792047560917657,0.0,7.604279180672531,0.0,5.371100836443745,0.0,3.1763783675310577,0.0,0.0,0.0,5.6478416597,2.0093648875020467
member,2023-24,02,2023-12-02,3,8.412324153105669,4.0,17.29861113163719,0.14257601577054368,120.00973421391348,1.0,84.32040446370809,1.0,60.85488305142671,0.0,42.366698292318404,0.0,31.411403989861313,0.0,24.853937654224257,0.0,19.45772939481404,0.0,15.123108267579058,0.0,9.838879193289706,0.0,6.56423905089019,0.0,3.2589767917167993,0.0,0.0,0.0,6.0900846583,2.242019910678526
member,2023-24,06,2023-12-02,0,73.15952139348745,868.0,754.7379196390252,0.22611311737199447,1453.110231485506,1.0,1147.1893708745852,1.0,927.402755137544,1.0,698.624239291069,1.0,555.6567301469908,1.0,444.92862014525645,1.0,352.57592533979823,1.0,272.1244373270911,1.0,200.50997823188015,0.0,131.81312237313443,0.0,65.40257160378792,0.0,0.0,0.0,197.7215956522,4.306218467535149
member,2023-24,06,2023-12-02,1,106.35695506539435,1077.0,887.9269642812061,0.3886320468697693,1851.59460801171,1.0,1474.36731811908,1.0,1188.3534320498823,1.0,895.2642872293167,1.0,704.3274401740284,1.0,563.7462494785678,1.0,444.90294447687495,1.0,344.62758377312684,1.0,251.3815938973388,0.0,165.73526035178566,0.0,81.78186424610533,0.0,0.0,0.0,334.6691285012,4.676159310911649
member,2023-24,06,2023-12-02,2,404.293676174611,1763.0,1020.5802874294169,0.527869208446509,2742.8937235712165,1.0,2139.9382818557633,1.0,1705.9089414595242,1.0,1261.364988548754,1.0,992.4079131619344,0.0,790.6418937106301,0.0,626.3528661672301,0.0,484.7245540168277,0.0,356.16166302529393,0.0,233.79991778592478,0.0,117.74683656772527,0.0,0.0,0.0,916.2471975501,6.00461193068651
member,2023-24,06,2023-12-02,3,349.4732494177695,1810.0,1121.4903614073494,0.6221563142385398,4348.947798460985,1.0,3350.9921306349765,1.0,2597.3043669370777,1.0,1851.5392320364194,1.0,1441.3725037408951,1.0,1135.924012581449,1.0,892.959229788109,0.0,683.1386144252333,0.0,496.2365690065161,0.0,324.2863695635708,0.0,161.75005526806967,0.0,0.0,0.0,925.4855573762,5.859284382357382
member,2023-24,36,2023-12-02,0,45.792537755977285,501.0,505.6742683230219,0.3765679435599672,1254.1306517556575,1.0,970.8478451645506,1.0,767.9853591166327,1.0,564.3022028482765,1.0,444.87125795591203,1.0,353.3845221048968,1.0,281.1026955682936,1.0,217.03983524336712,1.0,159.20340520152536,1.0,103.58664013541716,1.0,50.40887486832855,1.0,0.0,0.0,109.4289173913,3.8457237405515476
member,2023-24,36,2023-12-02,1,72.31914682185761,743.0,658.6183346529058,0.6408194284371036,1713.67915708024,1.0,1337.1286497768579,1.0,1067.8095816564864,1.0,797.0540355672107,1.0,626.7906922543398,1.0,498.97396025487035,1.0,396.1345969591403,1.0,303.1293993255106,1.0,220.42045319996737,1.0,144.2543606362185,0.0,71.73456992939998,0.0,0.0,0.0,294.8245585691,4.294821786540703
member,2023-24,36,2023-12-02,2,107.64638045175252,938.0,800.2003014970813,0.8355372932533619,2497.40864980637,1.0,1979.3242465064948,1.0,1570.1698104842792,1.0,1157.9804804902635,1.0,906.129117562481,1.0,714.3074392331594,1.0,562.092471813607,1.0,428.94092177235416,1.0,312.4881269251417,1.0,206.7221403054382,0.0,102.77802037577192,0.0,0.0,0.0,460.9119128608,4.688098392311833
member,2023-24,36,2023-12-02,3,238.8802958634477,1333.0,867.1686832812153,0.9159087376339792,3709.9786916411595,1.0,2895.87724628056,1.0,2273.0246160295715,1.0,1631.5908179548783,1.0,1252.1565890905792,1.0,977.037007020167,1.0,763.6688726820071,0.0,588.9309003434787,0.0,426.43306914740697,0.0,277.91189126843767,0.0,138.38784834062142,0.0,0.0,0.0,835.4338635666,5.480140031680604
member,2023-24,42,2023-12-02,0,36.71126343677808,267.0,325.237025231388,0.3596042074364647,654.6486461644594,1.0,523.8375218249976,1.0,426.1964623724421,1.0,320.172219269938,1.0,254.3249637950399,1.0,202.6245497785695,1.0,160.53309457789226,1.0,124.41266504636104,0.0,90.29453020535374,0.0,58.563580105973415,0.0,29.563249490080977,0.0,0.0,0.0,25.4957913043,3.629958814733895
member,2023-24,42,2023-12-02,1,41.339333768968565,390.0,433.5446772409325,0.647044835114822,980.3092511345188,1.0,766.3306046948854,1.0,612.7093812357132,1.0,460.78395979499385,1.0,364.3105574143112,1.0,290.60308571837993,1.0,230.56925131640958,1.0,177.4873083846869,1.0,130.2450522014234,1.0,84.4213571689105,0.0,41.468047879779306,0.0,0.0,0.0,111.9757589872,3.7457165303200126
member,2023-24,42,2023-12-02,2,84.49738499260643,702.0,552.170898142035,0.8889075789634922,1552.5873632341625,1.0,1226.697847576907,1.0,987.7650647978476,1.0,734.1499218502825,1.0,561.6275685443329,1.0,443.404050955436,1.0,348.7365666158138,1.0,266.7321179629415,1.0,197.00476363842898,0.0,127.26022531693252,0.0,63.914369643934606,0.0,0.0,0.0,370.4317929395,4.448485790593192
member,2023-24,42,2023-12-02,3,144.64018904269133,932.0,662.3890831453472,1.0709031046950024,2558.960384757469,1.0,1979.9383557895956,1.0,1540.2258474855673,1.0,1124.3180402940627,1.0,867.52950794145,1.0,687.0622452158877,1.0,535.5932446430443,1.0,403.1020727857581,0.0,290.6887911818411,0.0,188.45495545872643,0.0,92.48596398038785,0.0,0.0,0.0,583.5508001408,4.981139121319926
member,2023-24,50,2023-12-02,0,2.65026558153629,8.0,3.200055136041124,0.06455575100198746,24.430627237494136,1.0,16.8002894642159,1.0,12.636531329738347,1.0,8.46677585779784,1.0,6.7766770037929565,0.0,5.599498930417856,0.0,4.0366649903297995,0.0,3.2209671762002063,0.0,2.5273062659476686,0.0,1.5843435379012498,0.0,0.8424354219825565,0.0,0.0,0.0,3.3193456522,1.2947999270121064
member,2023-24,50,2023-12-02,1,2.5316485301034866,8.0,3.2209671762002063,0.07106939106715465,26.400454872339274,1.0,18.53357928361624,1.0,14.321402173703458,1.0,9.309211279780396,1.0,7.247176146450464,1.0,5.897047953877895,0.0,4.297020385857333,0.0,3.444128943795235,0.0,2.400041352030843,0.0,1.6104835881001027,0.0,0.8424354219825565,0.0,0.0,0.0,2.9521013384,1.261764767627023
member,2023-24,50,2023-12-02,2,4.780221613966795,12.0,3.3697416879302255,0.11622380229255522,32.80056514442152,1.0,22.546770233401446,1.0,16.848708439651126,1.0,11.200192976143935,1.0,8.794923614073321,0.0,7.157702418120253,0.0,5.139455807839889,0.0,4.212177109912782,0.0,2.654571179864495,0.0,1.7964517277626268,0.0,0.8000137840102806,0.0,0.0,0.0,5.2754942955,1.7544420234660154
member,2023-24,50,2023-12-02,3,9.022010817508704,19.0,4.000068920051405,0.28769930231619706,48.00082704061686,1.0,33.69741687930225,1.0,24.00041352030843,1.0,16.006273017668573,0.0,11.836517545728066,0.0,9.26678964180812,0.0,6.824326651805001,0.0,5.515253212127416,0.0,3.4970066018470516,0.0,2.527306265947669,0.0,0.9912099337125753,0.0,0.0,0.0,9.8970633668,2.304783755913193
member,2023-24,56,2023-12-02,0,5.9501313259455095,37.0,25.94930376624573,0.03726895456665066,118.62538864569477,1.0,85.90860731274557,1.0,65.07013955567062,1.0,46.59065833106257,1.0,36.94993862913788,1.0,29.51175277425361,1.0,23.169021219862262,1.0,17.69316400476298,0.0,12.974651883122863,0.0,8.340847639150414,0.0,4.540420368925108,0.0,0.0,0.0,8.9739217391,1.9387605552176748
member,2023-24,56,2023-12-02,1,5.584134871284956,34.0,24.017460108939623,-0.04009475448425437,106.87372389292572,1.0,80.60814768195246,1.0,63.967585248282134,1.0,46.916505862727355,1.0,36.91762321062358,1.0,28.729586312629202,1.0,23.04551351415448,1.0,17.496997953651718,1.0,12.319154518985929,0.0,8.313736191556021,0.0,3.7793405887630023,0.0,0.0,0.0,5.9116600617,1.8846629478680215
member,2023-24,56,2023-12-02,2,4.491285376880637,26.0,19.39871778029739,-0.2536688547823133,110.47852304977887,1.0,82.26773027346816,1.0,63.327510951293874,1.0,46.06487780466328,1.0,35.154260861911105,1.0,27.832949294495144,1.0,21.568115413611327,1.0,16.492384133964475,1.0,12.047891034328375,0.0,7.844723720040713,0.0,3.764278673432784,0.0,0.0,0.0,1.4076165165,1.7031623586965037
member,2023-24,56,2023-12-02,3,37.07233181859413,72.0,13.901412731917356,-0.586885354506343,122.27078580970316,1.0,88.97205386733711,1.0,65.58614106671975,0.0,45.41128159093003,0.0,33.51125240710383,0.0,26.157342563700507,0.0,20.388738673478787,0.0,15.397061916777437,0.0,11.121130185533884,0.0,7.029208901585029,0.0,3.0750010862778616,0.0,0.0,0.0,36.9449429821,3.639487819335413
prod_ours,2023-24,02,2023-12-02,0,1.952996510937978,14.0,11.910416943318847,-0.23063681051242563,55.21746358935925,1.0,41.080997475762274,1.0,31.348926733278333,1.0,22.68377750422738,1.0,17.306440723777676,1.0,14.045509658827065,1.0,10.800418090707067,1.0,7.645578392765406,1.0,5.428243711768976,1.0,4.299016921499145,1.0,2.1655303533307,0.0,0.0,0.0,0.9454391304,1.082820421229756
prod_ours,2023-24,02,2023-12-02,1,3.779421871361013,4.0,9.744886589988146,-0.43130750597457684,108.6382089543381,1.0,64.86979174363947,1.0,44.327691024820304,1.0,29.3307911254512,1.0,21.64462227158624,1.0,16.309125640878335,0.0,12.965948444037767,0.0,8.72157918698112,0.0,7.537167961021618,0.0,4.3453023889557345,0.0,2.1655303533306984,0.0,0.0,0.0,6.713751608,1.5643195917746222
prod_ours,2023-24,02,2023-12-02,2,3.3008237491744437,5.0,8.649305565818596,-0.5505711647894016,196.77461722767978,1.0,105.37358293217655,1.0,64.96751258085901,1.0,38.02139590336267,1.0,26.07893517488157,1.0,18.483022357596695,1.0,15.120797535647714,1.0,10.827651766653497,1.0,7.579356236657448,0.0,4.376276798025387,0.0,2.1623263914546484,0.0,0.0,0.0,5.6478416597,1.4588065739278608
prod_ours,2023-24,02,2023-12-02,3,3.9402452197822133,4.0,7.568142370091271,-0.6841025574139242,280.27364585433133,1.0,161.3320113231371,1.0,95.14236122400455,1.0,49.97613987450254,1.0,32.589767917168004,1.0,22.704427110273812,1.0,17.28828632861397,1.0,11.910416943318847,1.0,7.624928786718971,0.0,4.371114396513778,0.0,2.17514223895885,0.0,0.0,0.0,6.0900846583,1.5974149695998523
prod_ours,2023-24,06,2023-12-02,0,79.86268322513858,868.0,807.4537937530987,0.29362838679239456,2119.2810802662625,1.0,1630.6485492786444,1.0,1283.2682061361459,1.0,948.2289502247866,1.0,743.2868225739088,1.0,587.0648353520545,1.0,467.22003640879564,1.0,358.56544627287303,1.0,260.9431718934769,1.0,171.16086406502814,1.0,87.53904914202201,0.0,0.0,0.0,197.7215956522,4.392752447252694
prod_ours,2023-24,06,2023-12-02,1,149.5957687351768,1077.0,1070.669908737039,0.5757823691707897,4754.661741714714,1.0,3518.2302354754343,1.0,2676.2899848134,1.0,1905.96327882211,1.0,1463.1864627543557,1.0,1151.7585061397165,1.0,898.2328751554718,1.0,684.1046460988549,1.0,499.6863982029074,1.0,326.17927163839363,1.0,160.64858468920534,1.0,0.0,0.0,334.6691285012,5.014599218923129
prod_ours,2023-24,06,2023-12-02,2,293.7750601226464,1763.0,1346.416923858452,0.8049447671994515,7861.2220296125615,1.0,5874.744427539377,1.0,4413.647077199141,1.0,3071.114299687054,1.0,2338.682870614175,1.0,1819.009911716238,1.0,1414.7004749804923,1.0,1083.6007401970385,1.0,794.2937895616055,1.0,518.8151280538655,0.0,256.8453419881305,0.0,0.0,0.0,916.2471975501,5.686212557423861
prod_ours,2023-24,06,2023-12-02,3,329.7382945987068,1810.0,1549.9238209926743,0.9457036156500195,9379.835487713497,1.0,7194.731196296345,1.0,5504.9110248019215,1.0,3978.7603038796337,1.0,3061.9037484678547,1.0,2405.2094919984734,1.0,1892.4396100297176,1.0,1440.1059063651019,1.0,1042.9116527149847,1.0,678.1871389574235,1.0,342.99969806202785,0.0,0.0,0.0,925.4855573762,5.801327411888707
prod_ours,2023-24,36,2023-12-02,0,68.56452543496775,501.0,554.834290015997,0.46934471266897027,1938.9821453335787,1.0,1433.6144803987297,1.0,1110.8572294009075,1.0,802.3050320774604,1.0,628.5362096009358,1.0,497.3655782440953,1.0,392.59775655029387,1.0,302.6536375581437,1.0,222.73945403604836,1.0,145.2391079326244,1.0,72.3734552022845,0.0,0.0,0.0,109.4289173913,4.242254745376914
prod_ours,2023-24,36,2023-12-02,1,145.50689071056635,743.0,830.721398843614,0.8729696985803642,4642.151525105393,1.0,3427.512936157758,1.0,2570.9769425046757,1.0,1812.5919982558646,1.0,1369.2793141238985,1.0,1069.2919001471528,1.0,833.8493218948537,1.0,634.1170783749354,1.0,462.9560003525294,1.0,303.5274336164207,1.0,149.68750154003305,0.0,0.0,0.0,294.8245585691,4.987072462917991
prod_ours,2023-24,36,2023-12-02,2,224.0797056178688,938.0,1087.7259809918135,1.1425197600420003,6508.929562220389,1.0,4993.838275181771,1.0,3823.8063782197714,1.0,2738.531283739386,1.0,2110.1607971744265,1.0,1658.1541382398248,1.0,1293.5152985928257,1.0,982.9826072446202,1.0,713.482768641095,1.0,467.0638938552744,1.0,226.66463685027782,0.0,0.0,0.0,460.9119128608,5.416454586664226
prod_ours,2023-24,36,2023-12-02,3,242.4435107155305,1333.0,1174.757533718242,1.2194922710550786,6373.544919092513,1.0,5006.360130644134,1.0,3966.5954576929303,1.0,2929.7584030979956,1.0,2297.7331369874983,1.0,1829.5104733640505,1.0,1439.2146046353519,1.0,1099.772855123045,1.0,797.8039651922725,1.0,520.9257338701188,1.0,253.93282591557,0.0,0.0,0.0,835.4338635666,5.494884926761145
prod_ours,2023-24,42,2023-12-02,0,56.5767196462128,267.0,360.94787415033574,0.4637835374904566,1047.8539715871204,1.0,798.1139007775339,1.0,624.2592750824916,1.0,456.0734684419417,1.0,357.656149932909,1.0,284.1945905666437,1.0,223.90790391443448,1.0,172.67023839653842,0.0,125.53822211928116,0.0,81.57070086189157,0.0,39.899014705934405,0.0,0.0,0.0,25.4957913043,4.053118313193195
prod_ours,2023-24,42,2023-12-02,1,116.01641096333591,390.0,559.0543223190544,0.9012966286249793,2799.5703655667803,1.0,2085.8539657625256,1.0,1583.8177843159049,1.0,1110.8996951853874,1.0,838.8087157871873,1.0,653.045411922295,1.0,511.53233353347633,1.0,386.7451017955479,0.0,278.95247332915613,0.0,180.91963139881068,0.0,88.58701844483335,0.0,0.0,0.0,111.9757589872,4.762314189605488
prod_ours,2023-24,42,2023-12-02,2,155.79218599785193,702.0,799.9633480947161,1.259615894255386,4649.4412858345595,1.0,3642.9989762922214,1.0,2781.0181073305735,1.0,1930.2624705469566,1.0,1478.8802188347609,1.0,1143.0355902826593,1.0,881.7535549799668,1.0,679.7558405157628,1.0,495.7847236892544,1.0,323.9285853188304,1.0,155.55503347906813,0.0,0.0,0.0,370.4317929395,5.05492127247717
prod_ours,2023-24,42,2023-12-02,3,187.03963669684748,932.0,982.3927354714928,1.465041145209351,4871.9837916936,1.0,3877.76725063599,1.0,3131.6140724365937,1.0,2348.2349694182517,1.0,1842.661216905806,1.0,1450.2181825611485,1.0,1142.3212832458107,1.0,869.0416976439981,1.0,631.9283525785484,1.0,411.6670882016672,1.0,200.2529482124387,1.0,0.0,0.0,583.5508001408,5.236652774101561
prod_ours,2023-24,50,2023-12-02,0,2.43904786936174,8.0,3.2209671762002063,0.07106939106715465,39.59446483318015,1.0,24.80042730431871,1.0,17.600303248226183,1.0,12.000206760154216,1.0,8.46154784775807,1.0,6.739483375860451,0.0,4.841906784379851,0.0,4.026208970250258,0.0,2.4314094122694665,0.0,1.7964517277626268,0.0,1.4727626541037355,0.0,0.0,0.0,3.3193456522,1.23519465091177
prod_ours,2023-24,50,2023-12-02,1,2.366591515719913,8.0,4.000068920051405,0.28769930231619706,91.79756452170588,1.0,53.95120020135346,1.0,35.43063893820227,1.0,21.600372168277588,1.0,14.400248112185059,1.0,10.959099211359726,1.0,7.666762073787559,1.0,5.971435209742904,0.0,4.000068920051405,0.0,3.0727902221242984,0.0,1.5791155278614797,0.0,0.0,0.0,2.9521013384,1.213900812866571
