season,asof,location,replicate,Reff__FREE_med,Reff__FREE_q10,Reff__FREE_q90,eps1__FREE_med,eps1__FREE_q10,eps1__FREE_q90,phi1__FREE_med,phi1__FREE_q10,phi1__FREE_q90,mult__FREE_med,mult__FREE_q10,mult__FREE_q90,r__FREE_med,r__FREE_q10,r__FREE_q90,sbeta__FREE_med,sbeta__FREE_q10,sbeta__FREE_q90,sbeta_lo_frac,sbeta_hi_frac,sigma_first,sigma_last,absinc_last,month,stable,turn
2023-24,2023-09-23,Alaska,0,1.4385701417922974,0.8147246837615967,2.4384289979934692,0.5027276873588562,0.15965734869241716,0.8228132724761963,24.265668869018555,9.77534580230713,40.5998420715332,0.015776149928569794,0.0033436710946261883,0.04058121331036091,10.467214584350586,3.451270818710327,23.494441986083984,0.0999707467854023,0.011414493620395661,0.26283272504806526,0.0805,0.0009,0.11083363,0.12673383,0.09224671,09,True,False
2023-24,2023-09-23,Alaska,1,1.4583643674850464,0.8064565658569336,2.4357502460479736,0.4972790330648422,0.15561111271381378,0.8089101910591125,24.425158500671387,10.136824607849121,40.24855041503906,0.015578954480588436,0.003033258020877838,0.03870908543467522,10.509939670562744,3.5453061342239383,24.13537902832032,0.08689229562878609,0.010327198542654514,0.22717768400907518,0.0829,0.0016,0.11221535,0.11287329,0.08312141,09,True,False
2023-24,2023-09-23,Alaska,2,1.423971712589264,0.8461963534355164,2.394784474372864,0.47219254076480865,0.13569029420614243,0.785966157913208,24.8033447265625,10.678442573547365,41.796834564208986,0.015960226766765118,0.0020000000949949026,0.03961988165974617,10.357611656188965,3.4336814880371094,23.294527053833008,0.097821194678545,0.014380698092281818,0.23991373032331476,0.0723,0.0007,0.11025014,0.12045864,0.09068266,09,True,False
2023-24,2023-09-23,California,0,1.4179078936576843,0.8918407618999481,2.10747458934784,0.43261225521564484,0.1662289246916771,0.7306605577468872,25.67916488647461,11.138036918640138,37.575157165527344,0.0030522432643920183,0.0020000000949949026,0.005152037367224695,23.216506958007812,10.600354290008546,35.178504943847656,0.061441339552402496,0.006358550162985923,0.15527752041816711,0.0925,0.0,0.10926701,0.07911475,0.06542201,09,True,False
2023-24,2023-09-23,California,1,1.2546562552452087,0.8373784840106965,2.059611248970032,0.37062838673591614,0.102538225054741,0.7297293543815613,24.177475929260254,6.536307334899902,40.000205993652344,0.003224979853257537,0.0020000000949949026,0.005520877800881863,21.16028594970703,9.829187488555908,33.0265007019043,0.0624526534229517,0.004999999888241291,0.1717178076505661,0.1023,0.0,0.1107738,0.0855148,0.07033588,09,True,False
2023-24,2023-09-23,California,2,1.2103334069252014,0.8394313156604767,2.102149724960327,0.36663463711738586,0.07433384656906128,0.7532023310661317,22.725522994995117,8.137529945373535,39.27289962768555,0.0036297603510320187,0.0020000000949949026,0.006876735482364895,18.825206756591797,8.7791166305542,30.84456443786621,0.0668906420469284,0.0068282634019851685,0.17901804000139238,0.0921,0.0003,0.11002517,0.08977779,0.07199622,09,True,False
2023-24,2023-09-23,New York,0,1.2829198837280273,0.8094522058963776,2.0764009952545166,0.4660397469997406,0.12731214016675957,0.788883626461029,26.202678680419922,12.603189849853516,39.58391342163086,0.004365917528048158,0.0020537932869046926,0.00790687408298254,15.393943786621094,6.0469489097595215,28.62733268737793,0.07367755472660065,0.004999999888241291,0.2056516408920288,0.1102,0.0008,0.11064904,0.10651359,0.08064939,09,True,False
2023-24,2023-09-23,New York,1,1.244762659072876,0.7725200593471527,2.10412232875824,0.4237024337053299,0.10684225708246231,0.790084958076477,26.153078079223633,10.020540332794193,39.97269821166992,0.0040338849648833275,0.0020226736087352037,0.007285162340849638,15.038203239440918,5.935204982757568,28.25237464904785,0.06416479498147964,0.004999999888241291,0.17594897747039795,0.1105,0.0,0.11186284,0.09226167,0.07228098,09,True,False
2023-24,2023-09-23,New York,2,1.2542819380760193,0.8229291617870331,2.0756660223007217,0.42410731315612793,0.08463627099990845,0.8128408789634705,26.49417495727539,12.236970901489258,39.65580024719238,0.004082759842276573,0.0020000000949949026,0.007805586792528629,16.108370780944824,6.690290451049805,29.67954349517823,0.06620199233293533,0.006368905864655987,0.18450288474559784,0.0908,0.0,0.11015778,0.09395771,0.0759949,09,True,False
2023-24,2023-09-23,Pennsylvania,0,1.463428020477295,0.8365416288375855,2.4723655939102174,0.4739275127649307,0.13498955219984057,0.7844616115093231,26.731572151184082,11.21388053894043,44.62809295654297,0.01654214132577181,0.0030771738383919,0.045282136648893356,11.655252456665039,4.932335042953492,23.12960433959961,0.0871812254190445,0.008189877588301905,0.21521530449390416,0.0871,0.0,0.11241336,0.10683381,0.08087094,09,True,False
2023-24,2023-09-23,Pennsylvania,1,1.3578189611434937,0.7385960817337036,2.3189924955368046,0.4203651398420334,0.10930543392896652,0.7392832636833191,24.293100357055664,9.659708309173585,40.25554161071778,0.020564645528793335,0.004424231266602874,0.052028343081474304,12.934319496154785,5.0234733581542965,26.346176147460938,0.07791182398796082,0.008110969420522455,0.1878548264503479,0.0867,0.0,0.11082161,0.0984181,0.07723675,09,True,False
2023-24,2023-09-23,Pennsylvania,2,1.4200698137283325,0.6768037378787994,2.4028310775756836,0.49151675403118134,0.149669149518013,0.7924599647521973,22.48232078552246,7.645740127563477,39.620155334472656,0.01793878059834242,0.002335268771275879,0.06000960022211076,11.471609592437744,4.481651544570923,23.022876739501953,0.08072841912508011,0.006674612872302532,0.2110164910554886,0.0943,0.0,0.11345306,0.10583748,0.07988982,09,True,False
2023-24,2023-09-23,Vermont,0,1.1591130495071411,0.6485440611839295,2.341064691543579,0.525447428226471,0.15828901678323748,0.864239114522934,25.088821411132812,11.191596984863281,41.32011032104492,0.04455859214067459,0.004346081661060456,0.11777045503258707,1.312504768371582,0.10000000149011612,3.449929261207581,0.10831424593925476,0.011536910198628902,0.28911601305007945,0.0791,0.0026,0.11184716,0.13545536,0.09492153,09,True,False
2023-24,2023-09-23,Vermont,1,1.1686066389083862,0.6429375231266022,2.3259467601776125,0.5218125581741333,0.16686604619026185,0.8469352722167969,25.21137237548828,10.912634563446046,42.16080207824707,0.04436871036887169,0.006441960018128162,0.12414459884166718,1.3216522932052612,0.10000000149011612,3.4010717868804945,0.10637478530406952,0.01150490939617157,0.2806593954563141,0.0807,0.0023,0.11116496,0.13261326,0.09300422,09,True,False
2023-24,2023-09-23,Vermont,2,1.112538456916809,0.6290365874767303,2.2763636589050296,0.49895110726356506,0.15218477547168732,0.849500584602356,24.56399154663086,9.957359313964844,41.81797790527344,0.04148998111486435,0.006211460242047907,0.11277125030755997,1.4138041138648987,0.10000000149011612,3.56539604663849,0.09860031306743622,0.011784715671092273,0.2544942796230316,0.0792,0.0003,0.1118087,0.12100135,0.08659693,09,True,False
2023-24,2023-09-23,Wyoming,0,1.0034352540969849,0.6000000238418579,2.2846224784851077,0.6198853850364685,0.24928821325302125,0.9144737362861634,28.50442886352539,11.479875087738037,42.78511695861816,0.01906209159642458,0.0020000000949949026,0.0661264516413212,1.1648315787315369,0.10000000149011612,3.8011551141738895,0.11289995536208153,0.015513999387621887,0.2900721698999405,0.0687,0.0019,0.11260147,0.13546526,0.09173058,09,True,False
2023-24,2023-09-23,Wyoming,1,0.9934676289558411,0.6000000238418579,2.3201087474823,0.5816748440265656,0.23258729577064516,0.8896299183368683,28.148062705993652,11.425137710571292,42.573884201049815,0.019721828401088715,0.0020000000949949026,0.06814335435628892,1.1230838298797607,0.10000000149011612,3.4840176343917846,0.10028382018208504,0.0114330411888659,0.2745289891958237,0.0797,0.0007,0.10803519,0.12588105,0.08811627,09,True,False
2023-24,2023-09-23,Wyoming,2,1.02545166015625,0.6000000238418579,2.3489014148712157,0.594404548406601,0.23458055257797242,0.9009372711181641,28.934914588928223,12.314116096496583,43.38973884582519,0.019598140381276608,0.0020000000949949026,0.0701894409954548,1.1923492550849915,0.10000000149011612,3.9862294197082524,0.11681066453456879,0.017108015902340415,0.2866391032934189,0.0635,0.0026,0.11143178,0.13747473,0.09392999,09,True,False
2023-24,2023-09-30,Alaska,0,1.3374261856079102,0.793104350566864,2.328951120376587,0.47444969415664673,0.14858093857765198,0.8050766587257385,24.867733001708984,10.043794631958008,41.68903350830078,0.023490693420171738,0.005952232424169779,0.05243902653455734,11.234376907348633,4.165144920349121,24.677589416503906,0.09270907938480377,0.00765687692910433,0.23949913680553436,0.0908,0.0004,0.1113733,0.11696017,0.08771807,09,True,False
2023-24,2023-09-30,Alaska,1,1.4143117666244507,0.7852932810783386,2.4319201707839966,0.4900120049715042,0.14610344171524048,0.8185922384262087,24.807793617248535,9.879291534423828,39.934814453125,0.019878875464200974,0.004456673609092833,0.05026502646505835,10.627922058105469,3.993958258628846,22.863686180114748,0.09959130361676216,0.013182394206523895,0.2483540177345276,0.0729,0.0003,0.11086968,0.12227215,0.09139354,09,True,False
2023-24,2023-09-30,Alaska,2,1.4240875244140625,0.8280357718467712,2.4042816162109375,0.49519258737564087,0.13284479081630707,0.8062630295753479,25.652578353881836,10.98498010635376,41.49765396118164,0.02079334482550621,0.004316784907132389,0.04612324386835098,11.783019542694092,4.449839019775391,25.090187072753906,0.09385904669761658,0.014453096315264702,0.24874234199523926,0.0712,0.0008,0.11169374,0.12056587,0.09162455,09,True,False
2023-24,2023-09-30,California,0,1.2938411235809326,0.8029930889606476,2.0727241039276123,0.38944828510284424,0.09535066261887554,0.7348587512969971,26.538436889648438,10.386577129364014,39.84175491333008,0.003518716082908213,0.0020000000949949026,0.006108439061790705,20.98496723175049,11.03891706466675,32.50444412231445,0.0637652650475502,0.007784451777115469,0.1572110950946808,0.0862,0.0,0.10990717,0.08281464,0.06690881,09,True,False
2023-24,2023-09-30,California,1,1.2686197757720947,0.8161563277244568,2.3099424839019775,0.39522886276245117,0.09859883040189743,0.788917624950409,27.559463500976562,9.361765956878664,42.68473434448242,0.003259117715060711,0.0020000000949949026,0.005259137134999037,19.980880737304688,10.01183023452759,31.531753540039062,0.06266448646783829,0.006378408521413803,0.16499087810516366,0.0929,0.0,0.11107255,0.08594503,0.06734684,09,True,False
