model,season,location,asof,horizon,wis,y,w0.01,c0.01,w0.025,c0.025,w0.05,c0.05,w0.1,c0.1,w0.15,c0.15,w0.2,c0.2,w0.25,c0.25,w0.3,c0.3,w0.35,c0.35,w0.4,c0.4,w0.45,c0.45,base_wis
adaptive,2023-24,36,2023-10-21,3,48.80649963954413,123.0,922.8000702672417,1.0,601.3302483268411,1.0,388.7770247133186,1.0,222.71401448098453,1.0,144.92395200676503,1.0,100.41416592988077,0.0,72.42345600907849,0.0,51.72383621177388,0.0,36.49156906911206,0.0,23.01330771247514,0.0,11.163212549716391,0.0,47.9134076669
adaptive,2023-24,42,2023-10-21,0,6.25708140394508,49.0,192.1930318044259,1.0,137.70239047507985,1.0,103.76723149066754,1.0,73.73749005666483,1.0,55.643988746671255,1.0,43.87062433870295,1.0,34.93154327408611,1.0,26.645159530539836,1.0,19.229424959824193,1.0,12.466735703949176,1.0,6.164389989544603,0.0,9.0798589897
adaptive,2023-24,42,2023-10-21,1,12.204746674235238,30.0,571.2540203310954,1.0,337.7147513958763,1.0,217.3126275382263,1.0,134.3145459871449,1.0,96.8019010591135,1.0,73.09545787582127,1.0,56.11358927043402,1.0,42.01736695200512,1.0,29.861170278889254,0.0,20.16179891870366,0.0,9.401427720562985,0.0,13.3543262762
adaptive,2023-24,42,2023-10-21,2,23.85754172377381,81.0,1539.2999995801897,1.0,786.0485193743959,1.0,452.996495938107,1.0,241.51012046329555,1.0,162.15991758954192,1.0,117.33364272782545,1.0,86.62966659069305,1.0,63.76072464246157,1.0,45.20552658999378,0.0,28.7671532845415,0.0,13.635077214593984,0.0,23.4489258744
adaptive,2023-24,42,2023-10-21,3,34.64802659392854,89.0,2750.6640013001065,1.0,1537.2879497603742,1.0,854.7437706775959,1.0,420.1581624990928,1.0,264.1128837582924,1.0,181.5110135193727,1.0,128.4734970254678,1.0,91.82223698798295,1.0,63.66175960429917,1.0,39.2771279806841,0.0,18.62931892389559,0.0,27.4539032424
adaptive,2023-24,50,2023-10-21,2,8.157148852854132,2.0,837.9620035981374,1.0,496.6992462808289,1.0,289.9037927964195,1.0,141.91094752272284,1.0,82.4924434344892,1.0,48.655182007790685,1.0,29.479890546677385,1.0,19.537683971326388,1.0,10.198469465502512,1.0,6.081897750973836,0.0,3.9110439763820146,0.0,1.0722385295
adaptive,2023-24,50,2023-10-21,3,10.765706356725037,5.0,915.8469062650761,1.0,565.6264260319568,1.0,349.8727712781836,1.0,192.6019515716256,1.0,115.55605726850288,1.0,71.63817456153009,1.0,45.58792926642824,1.0,29.479890546677385,1.0,16.280367216476346,1.0,10.13649625162306,1.0,3.930652072890318,1.0,2.3275769444
adaptive,2023-24,56,2023-10-21,1,2.826817753180532,1.0,120.47152384560763,1.0,75.88511746323982,1.0,48.62474265623255,1.0,29.980182634269354,1.0,20.973266501101364,1.0,15.188706753617545,1.0,11.43996354605529,1.0,8.431926365888256,0.0,6.52526577487904,0.0,3.829305656070732,0.0,1.8737614146418347,0.0,1.8078588339000001
adaptive,2023-24,56,2023-10-21,2,2.915265498182095,5.0,157.46953083939678,1.0,105.82085922916764,1.0,69.32917234174788,1.0,41.27415747038764,1.0,28.45691904871493,1.0,20.611375561060182,1.0,14.316404020752802,1.0,11.230885226881426,1.0,7.495045658567338,1.0,4.7666514775230375,1.0,2.7755923390540107,1.0,1.3611199509
adaptive,2023-24,56,2023-10-21,3,3.933733533353147,9.0,172.38771748044138,1.0,111.93054825827873,1.0,76.82421800031523,1.0,45.90715465872495,1.0,31.51900639624006,1.0,23.422017683022933,1.0,17.07415142922896,1.0,12.179449195171927,1.0,8.532309387400371,1.0,4.799550653890417,0.0,1.9560093555602855,0.0,2.630842503
adaptive,2023-24,02,2023-10-28,0,5.797987094032462,33.0,169.53766427065554,1.0,124.58691026756885,1.0,95.74166855551948,1.0,67.94570026520736,1.0,52.50349565947842,1.0,41.10003982318922,1.0,32.832528383298595,1.0,25.437474155028266,1.0,17.85251434554253,1.0,12.116984925948202,1.0,6.097709383536937,0.0,1.7817043478
adaptive,2023-24,02,2023-10-28,1,9.33016169831701,39.0,321.609638958881,1.0,230.61744395916767,1.0,169.88404377770706,1.0,117.36075500354,1.0,88.57093401261889,1.0,69.01674611310216,1.0,53.34966337919673,1.0,40.20515269602351,1.0,29.276092041214337,1.0,18.599921428285043,1.0,9.342515910723137,0.0,5.4144401972
adaptive,2023-24,02,2023-10-28,2,19.68220520080846,17.0,397.3819938022144,1.0,290.39313282579377,1.0,217.22034478725385,1.0,150.4376278289385,1.0,113.16046850283685,1.0,88.30018064422863,0.0,67.99122442899129,0.0,52.11558464644056,0.0,37.12264970928432,0.0,24.44019651264297,0.0,12.048242705699337,0.0,7.6940976194
adaptive,2023-24,02,2023-10-28,3,19.349714814096806,14.0,370.9258800928139,1.0,273.29603015232635,1.0,210.02387919525802,1.0,150.9657076626927,1.0,114.189318959159,1.0,89.34605388583489,0.0,69.85953841433474,0.0,53.06870947041349,0.0,38.7853697616238,0.0,24.770865336170026,0.0,13.011288848661884,0.0,9.3569484084
adaptive,2023-24,06,2023-10-28,0,13.171582742335477,97.0,326.98355654422676,1.0,238.191176275342,1.0,178.90803906903466,1.0,126.63343265404252,1.0,97.39372541036207,1.0,76.5336053609054,1.0,59.96035574534718,1.0,45.20960301622007,1.0,32.36598734446662,0.0,21.083116595575362,0.0,10.064756194149211,0.0,16.0926934783
adaptive,2023-24,06,2023-10-28,1,83.68871084001078,231.0,782.8315206020434,1.0,504.42344718343475,1.0,344.9202914344977,1.0,221.00949906379591,1.0,162.07610332345268,0.0,124.3251932799792,0.0,94.35544081624829,0.0,71.44955746452337,0.0,51.87274505551893,0.0,33.430025339410065,0.0,16.79219592683026,0.0,100.0052012615
adaptive,2023-24,06,2023-10-28,2,166.8348516855789,372.0,1456.6557844599809,1.0,842.4652588189851,1.0,568.3447630463895,1.0,347.0741265303827,0.0,236.93016858670094,0.0,174.8610674594552,0.0,131.81832159301212,0.0,98.99092443362198,0.0,70.64949552288164,0.0,45.6561175314009,0.0,22.749769899318807,0.0,184.537513549
adaptive,2023-24,06,2023-10-28,3,215.3056423099472,459.0,1991.0264948465538,1.0,1175.0764696250205,1.0,750.7535590302158,1.0,459.28225484504856,1.0,312.2950977832262,0.0,224.4290194238778,0.0,165.94764244185856,0.0,119.62490186272731,0.0,83.2100577613094,0.0,51.62363855951999,0.0,24.882592510200098,0.0,226.315483118
adaptive,2023-24,36,2023-10-28,0,8.27969915842872,56.0,282.1644086697926,1.0,195.7151490618653,1.0,141.53694045529116,1.0,97.11185878623161,1.0,74.0982197085604,1.0,57.69408062230594,1.0,45.185023888279574,1.0,34.676878797982,1.0,25.219548216714173,1.0,15.936268285791016,1.0,8.396568677242435,0.0,7.7882978261
adaptive,2023-24,36,2023-10-28,1,20.97638337299527,88.0,730.3283836609951,1.0,453.28242712300397,1.0,299.873683539465,1.0,184.9433535892373,1.0,132.50343998104435,1.0,98.80391918503517,1.0,74.5195470105266,1.0,54.67965720078098,0.0,39.48669007243311,0.0,24.699406569520136,0.0,11.812759663683543,0.0,24.5568446751
adaptive,2023-24,36,2023-10-28,2,37.87280247731332,123.0,1283.073778137365,1.0,796.522371542054,1.0,524.2180036071092,1.0,306.23159514437134,1.0,211.71321984513472,1.0,151.41810114357997,1.0,110.71957950851184,1.0,79.86190268626156,0.0,55.693168978577134,0.0,34.874002181449946,0.0,17.123508889720597,0.0,42.6278495213
adaptive,2023-24,36,2023-10-28,3,61.997329556437684,176.0,1618.2871117654665,1.0,1024.3827838424634,1.0,688.2970025988941,1.0,409.6561493897423,1.0,281.32250569284463,1.0,201.16300527946964,1.0,146.91632678862797,0.0,104.75065026879167,0.0,71.58172654953587,0.0,45.18502388827956,0.0,22.120571937726396,0.0,69.5909270817
adaptive,2023-24,42,2023-10-28,0,13.275379459260408,30.0,225.38044839055965,1.0,160.7015338410905,1.0,121.44483132928178,1.0,86.54845653393008,1.0,66.77187329764064,1.0,52.322221727230506,0.0,41.64585276998843,0.0,31.393333036338305,0.0,23.021777559981416,0.0,15.5305634440588,0.0,7.305064119074814,0.0,12.0934652174
adaptive,2023-24,42,2023-10-28,1,16.23854017880075,81.0,651.2004019013624,1.0,401.75598391232535,1.0,261.6512024816274,1.0,164.9832661616375,1.0,118.98688853803307,1.0,90.71418734937106,1.0,69.06533267994425,1.0,52.13126519435122,1.0,36.74010905327539,0.0,24.01655140327634,0.0,11.620969604827003,0.0,18.1484032422
